name,id,max_float,min_float,crates,rarity,weapon,stattrack,collections
★ Hand Wraps | Spruce DDPAT,skin-e757fd7191f9,0.8,0.06,"['crate-4288', 'crate-4352']",Extraordinary,Hand Wraps,False,[]
AWP | Redline,skin-5c4c6649f0ba,0.4,0.1,['crate-4009'],Classified,AWP,True,['The Winter Offensive Collection']
AWP | Oni Taiji,skin-cfaaa2fab447,0.5,0.0,['crate-4352'],Covert,AWP,True,['The Operation Hydra Collection']
AWP | Hyper Beast,skin-f787cc672771,1.0,0.0,['crate-4091'],Covert,AWP,True,['The Falchion Collection']
AWP | Elite Build,skin-f2cdadd8b557,1.0,0.0,['crate-4187'],Classified,AWP,True,['The Wildfire Collection']
AWP | Neo-Noir,skin-7b1ef066823d,0.5,0.0,['crate-4548'],Covert,AWP,True,['The Danger Zone Collection']
AWP | Fever Dream,skin-d85f6159fe4a,0.55,0.0,['crate-4351'],Classified,AWP,True,['The Spectrum Collection']
AWP | Capillary,skin-29f83d73bb6a,0.7000000000000001,0.05,['crate-4695'],Mil-Spec Grade,AWP,True,['The Prisma 2 Collection']
AWP | Atheris,skin-d6cf8565026b,1.0,0.0,['crate-4598'],Restricted,AWP,True,['The Prisma Collection']
AWP | Containment Breach,skin-f8cd1aa7fa55,1.0,0.0,['crate-4620'],Covert,AWP,True,['The Shattered Web Collection']
AWP | Wildfire,skin-db4de1c248fa,0.7000000000000001,0.01,['crate-4669'],Covert,AWP,True,['The CS20 Collection']
AWP | Corticera,skin-d0203eae8335,0.30000000000000004,0.06,['crate-4019'],Classified,AWP,True,['The eSports 2014 Summer Collection']
AWP | Dragon Lore,skin-4f8d99d09ded,0.7000000000000001,0.0,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Covert,AWP,False,['The Cobblestone Collection']
AWP | Medusa,skin-8af685c49feb,1.0,0.0,[],Covert,AWP,False,['The Gods and Monsters Collection']
AWP | Crakow!,skin-97b0720f09ea,1.0,0.0,['crate-5221'],Classified,AWP,False,['The Overpass 2024 Collection']
AWP | Green Energy,skin-b889cea4b0a8,0.75,0.0,[],Classified,AWP,False,['The Boreal Collection']
AWP | Mortis,skin-c41637779316,0.64,0.0,['crate-4471'],Classified,AWP,True,['The Clutch Collection']
AWP | The Prince,skin-549330dac6c0,0.6000000000000001,0.0,[],Covert,AWP,False,['The Canals Collection']
AWP | Exoskeleton,skin-a89bff508437,1.0,0.0,['crate-4717'],Restricted,AWP,True,['The Operation Broken Fang Collection']
AWP | Gungnir,skin-2b99573c887b,0.6000000000000001,0.0,[],Covert,AWP,False,['The Norse Collection']
AWP | Desert Hydra,skin-6c02d562ff70,0.6000000000000001,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Covert,AWP,False,['The 2021 Mirage Collection']
AWP | Duality,skin-d42f9ca97ef6,0.8,0.0,['crate-4880'],Classified,AWP,True,['The Revolution Collection']
AWP | Phobos,skin-78882aeeb9a7,0.4,0.0,['crate-4236'],Restricted,AWP,True,['The Gamma Collection']
AWP | Black Nile,skin-05f333baf59c,0.75,0.0,"['crate-4882', 'crate-4895', 'crate-4928', 'crate-4969', 'crate-5122']",Mil-Spec Grade,AWP,False,['The Anubis Collection']
AWP | CMYK,skin-1c7cbe2db8f1,0.8,0.0,[],Covert,AWP,False,['The Graphic Design Collection']
AWP | BOOM,skin-e668bc5f90c6,0.28,0.06,['crate-4002'],Classified,AWP,True,['The eSports 2013 Collection']
AWP | Pink DDPAT,skin-665b5d16532c,0.8,0.06,"['crate-4028', 'crate-4037', 'crate-4085', 'crate-4135', 'crate-4180', 'crate-4229', 'crate-4277', 'crate-4347', 'crate-4399', 'crate-4466', 'crate-4543', 'crate-4593', 'crate-4663', 'crate-4812', 'crate-4838', 'crate-4863', 'crate-4896', 'crate-4929']",Restricted,AWP,False,['The Overpass Collection']
AWP | Electric Hive,skin-b712400e97a9,0.4,0.0,['crate-4005'],Classified,AWP,True,['The eSports 2013 Winter Collection']
AWP | Acheron,skin-9e9b9cd050d5,0.8300000000000001,0.0,"['crate-4546', 'crate-4596', 'crate-4665', 'crate-4814', 'crate-4840', 'crate-4865', 'crate-4898', 'crate-4931', 'crate-4972', 'crate-5125', 'crate-5224']",Mil-Spec Grade,AWP,False,['The 2018 Nuke Collection']
AWP | Pit Viper,skin-ec9d6cd13e48,0.5,0.08,"['crate-4006', 'crate-4013']",Restricted,AWP,False,['The Italy Collection']
AWP | POP AWP,skin-4775500ef0bb,0.44,0.0,[],Restricted,AWP,False,['The 2021 Train Collection']
AWP | Arsenic Spill,skin-bc79778fcc59,0.501961,0.0,[],Mil-Spec Grade,AWP,False,['The Radiant Collection']
AWP | Sun in Leo,skin-be9ae71d9e43,0.5,0.0,[],Industrial Grade,AWP,False,['The Gods and Monsters Collection']
AWP | Exothermic,skin-d384f428d432,0.7000000000000001,0.0,[],Restricted,AWP,False,['The Harlequin Collection']
AWP | The End,skin-76f19247a21d,1.0,0.0,[],Classified,AWP,False,['The Achroma Collection']
AWP | Safari Mesh,skin-8d7feec0f6e3,0.8,0.06,"['crate-4006', 'crate-4013']",Industrial Grade,AWP,False,['The Lake Collection']
AWP | Snake Camo,skin-5f61bd5eec0a,0.8,0.06,[],Mil-Spec Grade,AWP,False,['The Dust Collection']
★ Bayonet | Fade,skin-95831ce7c492,0.08,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Doppler,skin-d466b1683b88,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Doppler,skin-941c11783314,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Doppler,skin-85646e9ca45c,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Doppler,skin-6f5d1311fcae,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Doppler,skin-99a43a7b51ee,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Gamma Doppler,skin-9af6c8a5a9c1,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Gamma Doppler,skin-a3f12ab576f2,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Gamma Doppler,skin-6ce7bf3dffbe,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Gamma Doppler,skin-d637b48f728a,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Gamma Doppler,skin-f79a7a168c94,0.08,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Marble Fade,skin-352633fab46b,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Freehand,skin-f17c8f06006a,0.48,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Doppler,skin-d6f209a51abb,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Doppler,skin-b28c8d3ffc15,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Slaughter,skin-8084beee1235,0.26,0.01,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Tiger Tooth,skin-65d7965e0e39,0.08,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Blue Steel,skin-8971b2788887,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Damascus Steel,skin-6bf08149269b,0.5,0.0,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Stained,skin-39cf8d0afb88,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Case Hardened,skin-1a4722df3bb9,1.0,0.0,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Rust Coat,skin-8b02c7193eec,1.0,0.4,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Lore,skin-41061f8a5cc4,0.65,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Black Laminate,skin-1b399be1c5b6,1.0,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Autotronic,skin-e655cd4b41ee,0.85,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Forest DDPAT,skin-ed403650211b,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Boreal Forest,skin-b95b6d9cdd17,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Bright Water,skin-d6a16ab9a8f9,0.5,0.0,"['crate-4236', 'crate-4281']",Covert,Bayonet,True,[]
★ Bayonet | Crimson Web,skin-974ea309f5e2,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Night,skin-d90370c635f2,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Ultraviolet,skin-3b12660de9ef,0.8,0.06,"['crate-4061', 'crate-4089', 'crate-4233']",Covert,Bayonet,True,[]
★ Bayonet | Scorched,skin-2b9173183d7c,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Safari Mesh,skin-8fbd010b1f59,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
★ Bayonet | Urban Masked,skin-bc1e1cf886f9,0.8,0.06,"['crate-4001', 'crate-4002', 'crate-4003', 'crate-4004', 'crate-4005', 'crate-4009', 'crate-4010', 'crate-4011', 'crate-4019', 'crate-4029', 'crate-4186']",Covert,Bayonet,True,[]
PP-Bizon | Breaker Box,skin-95436efce4d8,0.44,0.0,"['crate-4815', 'crate-4841', 'crate-4866', 'crate-4899', 'crate-4932', 'crate-4973']",Industrial Grade,PP-Bizon,False,['The 2021 Vertigo Collection']
PP-Bizon | Carbon Fiber,skin-a301441ae084,0.12,0.0,['crate-4666'],Industrial Grade,PP-Bizon,False,['The Vertigo Collection']
PP-Bizon | Cobalt Halftone,skin-8ba5e5f3632f,0.45,0.05,['crate-4009'],Mil-Spec Grade,PP-Bizon,True,['The Winter Offensive Collection']
PP-Bizon | Brass,skin-891034135d58,1.0,0.0,"['crate-4006', 'crate-4013', 'crate-4022', 'crate-4031', 'crate-4079', 'crate-4131', 'crate-4176', 'crate-4225', 'crate-4274', 'crate-4344', 'crate-4542', 'crate-4592', 'crate-4662']",Mil-Spec Grade,PP-Bizon,False,['The Dust 2 Collection']
PP-Bizon | Rust Coat,skin-a8c2f61364e2,1.0,0.0,[],Mil-Spec Grade,PP-Bizon,False,['The Alpha Collection']
PP-Bizon | Osiris,skin-5e748c63e9a7,0.5,0.0,['crate-4018'],Restricted,PP-Bizon,True,['The Breakout Collection']
PP-Bizon | High Roller,skin-a0695188a122,1.0,0.0,['crate-4403'],Classified,PP-Bizon,True,['The Spectrum 2 Collection']
PP-Bizon | Antique,skin-7cfcd56e9168,0.5,0.0,['crate-4017'],Restricted,PP-Bizon,True,['The Huntsman Collection']
PP-Bizon | Photic Zone,skin-f1e676fd36be,1.0,0.0,['crate-4187'],Mil-Spec Grade,PP-Bizon,True,['The Wildfire Collection']
PP-Bizon | Judgement of Anubis,skin-8599a25e2c67,0.5,0.0,['crate-4233'],Covert,PP-Bizon,True,['The Chroma 3 Collection']
PP-Bizon | Fuel Rod,skin-13af73ca7ca5,1.0,0.0,['crate-4186'],Restricted,PP-Bizon,True,['The Revolver Case Collection']
PP-Bizon | Night Riot,skin-906fd7b3b38a,0.8,0.0,['crate-4471'],Mil-Spec Grade,PP-Bizon,True,['The Clutch Collection']
PP-Bizon | Embargo,skin-de365c1a71ad,1.0,0.0,['crate-4620'],Restricted,PP-Bizon,True,['The Shattered Web Collection']
PP-Bizon | Space Cat,skin-10f8a820b8dc,0.67,0.0,['crate-4818'],Restricted,PP-Bizon,True,['The Dreams & Nightmares Collection']
PP-Bizon | Lumen,skin-18341f97a949,0.77,0.0,['crate-4790'],Mil-Spec Grade,PP-Bizon,True,['The Operation Riptide Collection']
PP-Bizon | Runic,skin-aba458e888aa,1.0,0.0,['crate-4698'],Mil-Spec Grade,PP-Bizon,True,['The Fracture Collection']
PP-Bizon | Harvester,skin-63aa6463689b,1.0,0.0,['crate-4236'],Mil-Spec Grade,PP-Bizon,True,['The Gamma Collection']
PP-Bizon | Bamboo Print,skin-768cf60065ba,0.8,0.0,[],Consumer Grade,PP-Bizon,False,['The Rising Sun Collection']
PP-Bizon | Jungle Slipstream,skin-f945b5be9ee1,0.5,0.0,['crate-4351'],Mil-Spec Grade,PP-Bizon,True,['The Spectrum Collection']
PP-Bizon | Facility Sketch,skin-64f9b04b2558,0.5,0.0,"['crate-4546', 'crate-4596', 'crate-4665', 'crate-4814', 'crate-4840', 'crate-4865', 'crate-4898', 'crate-4931', 'crate-4972', 'crate-5125', 'crate-5224']",Consumer Grade,PP-Bizon,False,['The 2018 Nuke Collection']
PP-Bizon | Modern Hunter,skin-85ca9dc22424,0.8,0.06,[],Mil-Spec Grade,PP-Bizon,False,['The Militia Collection']
PP-Bizon | Anolis,skin-9ee3bd1dc597,0.5,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Consumer Grade,PP-Bizon,False,['The 2021 Mirage Collection']
PP-Bizon | Death Rattle,skin-62468d9ff61f,0.5,0.08,[],Consumer Grade,PP-Bizon,False,['The Havoc Collection']
PP-Bizon | Blue Streak,skin-15b7d57d04c1,0.8,0.06,['crate-4019'],Restricted,PP-Bizon,True,['The eSports 2014 Summer Collection']
PP-Bizon | Night Ops,skin-1cae9ba1aa38,0.6000000000000001,0.0,"['crate-4006', 'crate-4013']",Industrial Grade,PP-Bizon,False,['The Lake Collection']
PP-Bizon | Water Sigil,skin-e961fd7b877c,0.5,0.0,['crate-4005'],Mil-Spec Grade,PP-Bizon,True,['The eSports 2013 Winter Collection']
PP-Bizon | Wood Block Camo,skin-968b010d42f7,0.6000000000000001,0.0,[],Consumer Grade,PP-Bizon,False,['The Radiant Collection']
PP-Bizon | Bizoom,skin-66a37bb94450,0.58,0.0,[],Consumer Grade,PP-Bizon,False,['The Achroma Collection']
PP-Bizon | Thermal Currents,skin-8ac8f9231892,0.6000000000000001,0.0,[],Consumer Grade,PP-Bizon,False,['The Harlequin Collection']
PP-Bizon | Seabird,skin-d1fdc1f566f3,0.5,0.0,[],Consumer Grade,PP-Bizon,False,['The St. Marc Collection']
PP-Bizon | Chemical Green,skin-43f438fc1f11,0.9,0.0,"['crate-4026', 'crate-4035', 'crate-4083', 'crate-4136', 'crate-4181', 'crate-4230', 'crate-4278', 'crate-4348', 'crate-4400', 'crate-4467', 'crate-4544', 'crate-4594']",Industrial Grade,PP-Bizon,False,['The Cache Collection']
PP-Bizon | Candy Apple,skin-505c66da36c8,0.30000000000000004,0.0,"['crate-4540', 'crate-4590', 'crate-4660', 'crate-4809', 'crate-4835', 'crate-4860', 'crate-4893', 'crate-4926', 'crate-4967', 'crate-5120', 'crate-5219']",Industrial Grade,PP-Bizon,False,['The 2018 Inferno Collection']
PP-Bizon | Forest Leaves,skin-a51d95a17287,0.8,0.06,[],Consumer Grade,PP-Bizon,False,['The Militia Collection']
PP-Bizon | Irradiated Alert,skin-15ea0878da63,0.8,0.06,"['crate-4025', 'crate-4034', 'crate-4082', 'crate-4232', 'crate-4280', 'crate-4350', 'crate-4402', 'crate-4469']",Consumer Grade,PP-Bizon,False,['The Nuke Collection']
PP-Bizon | Sand Dashed,skin-484fe1d0665e,0.8,0.06,"['crate-4006', 'crate-4013']",Consumer Grade,PP-Bizon,False,['The Italy Collection']
PP-Bizon | Urban Dashed,skin-5e5fcd7cad8e,0.8,0.06,"['crate-4006', 'crate-4013', 'crate-4137', 'crate-4182', 'crate-4231', 'crate-4279', 'crate-4349', 'crate-4401', 'crate-4468', 'crate-4545', 'crate-4595', 'crate-4664']",Consumer Grade,PP-Bizon,False,['The Train Collection']
PP-Bizon | Cold Cell,skin-578fd8494dd0,0.4,0.0,[],Industrial Grade,PP-Bizon,False,['The Sport & Field Collection']
CZ75-Auto | Army Sheen,skin-0e1e6b491759,0.30000000000000004,0.0,[],Consumer Grade,CZ75-Auto,False,['The Chop Shop Collection']
CZ75-Auto | Copper Fiber,skin-994bf96d44d4,0.563291,0.0,"['crate-5126', 'crate-5225']",Industrial Grade,CZ75-Auto,False,['The Train 2025 Collection']
CZ75-Auto | Emerald Quartz,skin-f489d119026b,0.7000000000000001,0.0,[],Mil-Spec Grade,CZ75-Auto,False,['The Norse Collection']
CZ75-Auto | Polymer,skin-6f20b68a8c63,0.5,0.0,['crate-4288'],Mil-Spec Grade,CZ75-Auto,True,['The Glove Collection']
CZ75-Auto | Tread Plate,skin-9ed635da7e55,0.2,0.0,['crate-4010'],Restricted,CZ75-Auto,True,['The Arms Deal 3 Collection']
CZ75-Auto | The Fuschia Is Now,skin-a7feff53ac53,0.4,0.0,['crate-4010'],Classified,CZ75-Auto,True,['The Arms Deal 3 Collection']
CZ75-Auto | Twist,skin-6649e8ef90bf,1.0,0.0,['crate-4017'],Mil-Spec Grade,CZ75-Auto,True,['The Huntsman Collection']
CZ75-Auto | Poison Dart,skin-84742fb07c2b,0.7000000000000001,0.0,[],Mil-Spec Grade,CZ75-Auto,True,['The Huntsman Collection']
CZ75-Auto | Chalice,skin-eb5c3a076134,0.1,0.0,"['crate-4027', 'crate-4036', 'crate-4084', 'crate-4134', 'crate-4179', 'crate-4228', 'crate-4276', 'crate-4346', 'crate-4398', 'crate-4465']",Restricted,CZ75-Auto,False,['The Cobblestone Collection']
CZ75-Auto | Emerald,skin-5f1ca8e9f44f,0.08,0.0,[],Mil-Spec Grade,CZ75-Auto,False,['The Chop Shop Collection']
CZ75-Auto | Silver,skin-c34dd8de2279,0.08,0.0,"['crate-4813', 'crate-4839', 'crate-4864', 'crate-4897', 'crate-4930', 'crate-4971', 'crate-5124', 'crate-5223']",Industrial Grade,CZ75-Auto,False,['The Ancient Collection']
CZ75-Auto | Victoria,skin-5ca4267d0063,0.75,0.0,['crate-4010'],Covert,CZ75-Auto,True,['The Arms Deal 3 Collection']
CZ75-Auto | Slalom,skin-d2082b23439a,0.5700000000000001,0.0,[],Restricted,CZ75-Auto,False,['The Graphic Design Collection']
CZ75-Auto | Tigris,skin-c80f871a746d,1.0,0.0,['crate-4018'],Restricted,CZ75-Auto,True,['The Breakout Collection']
CZ75-Auto | Distressed,skin-9a5ab653ba62,1.0,0.0,['crate-4695'],Mil-Spec Grade,CZ75-Auto,True,['The Prisma 2 Collection']
CZ75-Auto | Eco,skin-25f54c22ac43,1.0,0.0,['crate-4482'],Restricted,CZ75-Auto,True,['The Horizon Collection']
CZ75-Auto | Pole Position,skin-e2e874d00715,0.7000000000000001,0.0,['crate-4089'],Restricted,CZ75-Auto,True,['The Chroma 2 Collection']
CZ75-Auto | Circaetus,skin-feea98c5ab41,0.9,0.0,['crate-4747'],Mil-Spec Grade,CZ75-Auto,True,['The Snakebite Collection']
CZ75-Auto | Yellow Jacket,skin-e33988dc3569,1.0,0.0,['crate-4091'],Classified,CZ75-Auto,True,['The Falchion Collection']
CZ75-Auto | Tacticat,skin-0ba56fdaa179,0.7000000000000001,0.0,['crate-4403'],Restricted,CZ75-Auto,True,['The Spectrum 2 Collection']
CZ75-Auto | Imprint,skin-44edcae0251b,1.0,0.0,['crate-4281'],Mil-Spec Grade,CZ75-Auto,True,['The Gamma 2 Collection']
CZ75-Auto | Vendetta,skin-6739b9d43b7d,1.0,0.0,['crate-4717'],Mil-Spec Grade,CZ75-Auto,True,['The Operation Broken Fang Collection']
CZ75-Auto | Red Astor,skin-e4311574b36e,1.0,0.0,['crate-4233'],Restricted,CZ75-Auto,True,['The Chroma 3 Collection']
CZ75-Auto | Xiangliu,skin-d1f0620f06f3,0.56,0.0,['crate-4351'],Classified,CZ75-Auto,True,['The Spectrum Collection']
CZ75-Auto | Syndicate,skin-4984403ab0c0,0.7000000000000001,0.0,[],Restricted,CZ75-Auto,False,['The 2021 Train Collection']
CZ75-Auto | Hexane,skin-8022c136c58f,0.4,0.0,['crate-4019'],Mil-Spec Grade,CZ75-Auto,True,['The eSports 2014 Summer Collection']
CZ75-Auto | Green Plaid,skin-3dc7c28dafad,0.58,0.0,[],Consumer Grade,CZ75-Auto,False,['The Baggage Collection']
CZ75-Auto | Framework,skin-56ddbaec8869,0.8,0.0,"['crate-4815', 'crate-4841', 'crate-4866', 'crate-4899', 'crate-4932', 'crate-4973']",Consumer Grade,CZ75-Auto,False,['The 2021 Vertigo Collection']
CZ75-Auto | Crimson Web,skin-5a5917ab52b0,0.8,0.06,['crate-4010'],Mil-Spec Grade,CZ75-Auto,True,['The Arms Deal 3 Collection']
CZ75-Auto | Honey Paisley,skin-56333a38bf41,0.6000000000000001,0.0,[],Consumer Grade,CZ75-Auto,False,['The Harlequin Collection']
CZ75-Auto | Indigo,skin-acb49d115a3c,0.8,0.06,[],Consumer Grade,CZ75-Auto,False,['The Canals Collection']
CZ75-Auto | Nitro,skin-11ddb95a9bd7,0.8,0.06,"['crate-4028', 'crate-4037', 'crate-4085', 'crate-4135', 'crate-4180', 'crate-4229', 'crate-4277', 'crate-4347', 'crate-4399', 'crate-4466', 'crate-4543', 'crate-4593', 'crate-4663', 'crate-4812', 'crate-4838', 'crate-4863', 'crate-4896', 'crate-4929']",Mil-Spec Grade,CZ75-Auto,False,['The Overpass Collection']
CZ75-Auto | Tuxedo,skin-5fc8e75d4fa5,0.8,0.0,[],Mil-Spec Grade,CZ75-Auto,False,['The Bank Collection']
CZ75-Auto | Pink Pearl,skin-35313981918b,0.7000000000000001,0.0,[],Consumer Grade,CZ75-Auto,False,['The Radiant Collection']
CZ75-Auto | Midnight Palm,skin-6dbbf1e46f10,0.5,0.0,"['crate-4810', 'crate-4836', 'crate-4861', 'crate-4894', 'crate-4927', 'crate-4968', 'crate-5121', 'crate-5220']",Industrial Grade,CZ75-Auto,False,['The 2021 Mirage Collection']
CZ75-Auto | Jungle Dashed,skin-883ea18cffea,0.8,0.06,[],Consumer Grade,CZ75-Auto,False,['The Control Collection']
Desert Eagle | Blaze,skin-e30d23329629,0.08,0.0,[],Restricted,Desert Eagle,False,['The Dust Collection']
Desert Eagle | Hypnotic,skin-be4448a9c6e2,0.08,0.0,['crate-4001'],Classified,Desert Eagle,True,['The Arms Deal Collection']
Desert Eagle | Bronze Deco,skin-7698ea25d00a,0.46,0.0,['crate-4089'],Mil-Spec Grade,Desert Eagle,True,['The Chroma 2 Collection']
Desert Eagle | Meteorite,skin-3b1a5d288858,0.18,0.0,[],Mil-Spec Grade,Desert Eagle,False,['The Bank Collection']
Desert Eagle | Cobalt Disruption,skin-6747a1a6fb43,0.2,0.0,['crate-4005'],Classified,Desert Eagle,True,['The eSports 2013 Winter Collection']
Desert Eagle | Night Heist,skin-e63e9d7401f5,0.65,0.0,[],Mil-Spec Grade,Desert Eagle,False,['The Havoc Collection']
Desert Eagle | Emerald Jörmungandr,skin-3efd2f4af3ac,0.5,0.0,[],Restricted,Desert Eagle,False,['The Norse Collection']
Desert Eagle | The Bronze,skin-953912490f9b,0.30000000000000004,0.0,[],Industrial Grade,Desert Eagle,False,['The Control Collection']
Desert Eagle | Golden Koi,skin-706c54974c2f,0.12,0.0,['crate-4003'],Covert,Desert Eagle,True,['The Bravo Collection']
